FISHERY,ESTIMATE_TYPE,LICENCE_AREA,CALENDAR_YEAR,MGMT_AREA,VESSEL_COUNT,BOAT_DAYS,SOCKEYE_KEPT,SOCKEYE_RELD,COHO_KEPT,COHO_RELD,PINK_KEPT,PINK_RELD,CHUM_KEPT,CHUM_RELD,CHINOOK_KEPT,CHINOOK_RELD,STEELHEAD_KEPT,STEELHEAD_RELD,NOTES
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,1,66,694.00,203.00,31.00,36417.00,3010.00,7332.00,5309.00,2.00,511.00,12022.00,2320.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,2,10,72.00,0.00,1.00,560.00,265.00,24.00,497.00,0.00,230.00,2358.00,180.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,3,40,319.00,0.00,79.00,9241.00,19.00,615.00,297.00,0.00,154.00,0.00,1161.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,6,8,55.00,0.00,2.00,2784.00,7.00,902.00,340.00,0.00,34.00,0.00,180.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,7,3,21.00,0.00,4.00,1559.00,0.00,55.00,51.00,0.00,29.00,0.00,107.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,8,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2016,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2016,13,20,247.00,0.00,3.00,0.00,89.00,0.00,1.00,65010.00,0.00,0.00,42.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2016,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2016,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,23,9,107.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,918.00,502.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,26,1,2.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,27,4,12.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,153.00,15.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2016,29,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,101,131,3380.00,351.00,411.00,117850.00,12220.00,25011.00,21827.00,17.00,6391.00,121414.00,11379.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,102,10,21.00,0.00,1.00,1193.00,0.00,2.00,279.00,0.00,0.00,3.00,42.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,103,10,31.00,1.00,10.00,1696.00,0.00,138.00,198.00,0.00,8.00,0.00,204.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,104,23,202.00,35.00,6.00,38741.00,116.00,3207.00,2684.00,0.00,56.00,0.00,2385.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,105,19,91.00,1.00,4.00,5042.00,13.00,224.00,33.00,0.00,6.00,0.00,323.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,107,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,108,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,109,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,123,30,161.00,0.00,0.00,130.00,760.00,0.00,0.00,12.00,0.00,3082.00,706.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,124,20,61.00,0.00,0.00,0.00,114.00,0.00,0.00,2.00,0.00,475.00,74.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,125,21,126.00,0.00,0.00,8.00,43.00,0.00,0.00,5.00,0.00,1911.00,30.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,126,66,992.00,0.00,0.00,115.00,1147.00,5.00,1.00,102.00,3.00,20954.00,837.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2016,127,56,1034.00,0.00,0.00,0.00,1178.00,0.00,0.00,339.00,18.00,21411.00,887.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2016,142,29,333.00,0.00,32.00,3870.00,840.00,1316.00,160.00,0.00,652.00,13652.00,680.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,1,75,877.00,0.00,434.00,46093.00,6348.00,7307.00,2981.00,17.00,399.00,14445.00,5221.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,2,5,24.00,0.00,0.00,133.00,201.00,0.00,0.00,1.00,1.00,526.00,56.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,3,48,356.00,0.00,72.00,11710.00,3.00,1622.00,851.00,0.00,44.00,119.00,1513.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,6,7,58.00,0.00,15.00,4568.00,0.00,269.00,1.00,0.00,5.00,0.00,1778.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,7,2,11.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,8,1,7.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2017,12,1,3.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2017,13,21,241.00,0.00,3.00,0.00,130.00,14.00,16.00,17580.00,0.00,0.00,33.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2017,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2017,17,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2017,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,23,7,70.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,755.00,433.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,26,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,27,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2017,29,1,0.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,101,140,3634.00,0.00,1871.00,225873.00,22602.00,25459.00,9318.00,321.00,1627.00,79619.00,21583.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,102,4,21.00,0.00,0.00,839.00,0.00,247.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,103,12,55.00,0.00,17.00,4853.00,0.00,442.00,121.00,0.00,9.00,26.00,403.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,104,25,184.00,0.00,60.00,43282.00,1.00,3336.00,357.00,0.00,63.00,6.00,3073.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,105,8,10.00,0.00,0.00,136.00,0.00,37.00,5.00,0.00,0.00,0.00,23.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,107,2,7.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,108,1,2.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,109,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,123,21,95.00,0.00,0.00,228.00,595.00,3.00,8.00,1.00,0.00,2771.00,584.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,124,14,47.00,0.00,0.00,12.00,38.00,0.00,0.00,1.00,0.00,600.00,60.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,125,13,48.00,0.00,0.00,0.00,204.00,0.00,1.00,1.00,0.00,968.00,148.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,126,61,1100.00,0.00,6.00,91.00,3176.00,12.00,26.00,96.00,12.00,26339.00,1906.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2017,127,38,644.00,0.00,7.00,0.00,1606.00,10.00,13.00,57.00,5.00,15375.00,2028.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2017,142,17,123.00,0.00,2.00,256.00,556.00,44.00,33.00,1.00,13.00,3001.00,262.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,1,61,464.00,0.00,855.00,10720.00,27.00,1229.00,855.00,394.00,405.00,5235.00,2328.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,2,5,65.00,0.00,173.00,828.00,0.00,0.00,15.00,60.00,31.00,1832.00,120.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,6,2,20.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,11,1,3.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,12,18,64.00,8921.00,0.00,0.00,112.00,92.00,29.00,2.00,3.00,0.00,249.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2018,12,25,223.00,52088.00,1.00,0.00,223.00,312.00,390.00,113.00,38.00,5.00,426.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2018,13,23,132.00,9783.00,108.00,0.00,90.00,459.00,55.00,1912.00,18.00,0.00,126.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2018,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,23,6,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,441.00,261.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,25,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,26,2,5.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,27,4,39.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,466.00,83.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2018,29,28,399.00,120141.00,0.00,1.00,321.00,7.00,18.00,5.00,11.00,1.00,548.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,101,139,3202.00,3.00,8774.00,126215.00,121.00,25965.00,6974.00,2540.00,3713.00,57973.00,15743.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,102,5,18.00,0.00,4.00,1191.00,0.00,26.00,8.00,0.00,1.00,0.00,125.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,103,7,32.00,0.00,40.00,6818.00,0.00,397.00,207.00,0.00,7.00,0.00,714.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,104,30,142.00,0.00,66.00,27516.00,0.00,2518.00,440.00,0.00,37.00,0.00,2029.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,105,2,2.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,107,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,108,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,109,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,111,1,3.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,123,16,53.00,778.00,3.00,0.00,128.00,0.00,0.00,0.00,2.00,1050.00,418.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,124,34,153.00,18993.00,1.00,2.00,315.00,2.00,1.00,4.00,5.00,358.00,531.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,125,11,27.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,255.00,10.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,126,48,693.00,126.00,47.00,0.00,3023.00,4.00,0.00,12.00,5.00,10781.00,591.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2018,127,30,531.00,30.00,3.00,0.00,679.00,0.00,4.00,19.00,1.00,5760.00,522.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2018,142,25,228.00,0.00,1244.00,3239.00,0.00,753.00,51.00,181.00,631.00,5236.00,730.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,1,59,538.00,0.00,612.00,25506.00,0.00,6342.00,1559.00,52.00,752.00,5876.00,5797.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,2,15,81.00,0.00,36.00,282.00,3.00,27.00,43.00,41.00,43.00,1885.00,286.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,6,4,42.00,0.00,2.00,1544.00,0.00,584.00,14.00,0.00,10.00,0.00,935.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,7,3,18.00,0.00,12.00,617.00,0.00,752.00,0.00,0.00,5.00,0.00,393.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,8,1,3.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,101,131,2476.00,12.00,1863.00,136362.00,64.00,49840.00,4844.00,619.00,2378.00,24289.00,28979.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,102,2,3.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,103,12,58.00,1.00,32.00,4422.00,72.00,1576.00,505.00,3.00,96.00,5.00,1354.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,104,25,77.00,0.00,41.00,8591.00,60.00,1913.00,442.00,0.00,58.00,0.00,2529.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,105,4,11.00,0.00,1.00,590.00,0.00,97.00,0.00,0.00,3.00,0.00,182.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,106,2,6.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,107,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,108,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,109,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2019,123,28,199.00,0.00,0.00,0.00,4298.00,31.00,5.00,0.00,0.00,6031.00,233.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2019,124,7,15.00,0.00,0.00,0.00,82.00,0.00,0.00,0.00,0.00,624.00,4.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2019,125,5,16.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,506.00,2.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2019,126,43,220.00,0.00,0.00,0.00,380.00,16.00,69.00,1.00,3.00,9503.00,113.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2019,127,29,172.00,0.00,4.00,0.00,2684.00,70.00,101.00,0.00,9.00,6531.00,205.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2019,142,42,373.00,1.00,106.00,1366.00,1.00,200.00,26.00,187.00,70.00,10746.00,957.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,1,54,362.00,0.00,76.00,8265.00,10.00,11690.00,5130.00,0.00,79.00,2449.00,1497.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,2,14,125.00,0.00,18.00,1167.00,11.00,30.00,6.00,0.00,55.00,2547.00,343.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2020,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2020,13,17,142.00,0.00,1.00,0.00,18.00,3.00,4.00,12771.00,0.00,0.00,29.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2020,18,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,101,106,1760.00,0.00,506.00,68770.00,142.00,121348.00,25850.00,3.00,1652.00,12771.00,6470.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,102,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,103,3,9.00,0.00,8.00,842.00,0.00,71.00,437.00,0.00,7.00,0.00,143.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,104,21,53.00,0.00,17.00,4843.00,62.00,3434.00,1464.00,0.00,6.00,0.00,783.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,105,9,37.00,0.00,3.00,2481.00,0.00,189.00,97.00,0.00,1.00,0.00,257.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,106,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2020,123,30,253.00,0.00,3.00,0.00,3643.00,0.00,22.00,0.00,0.00,4489.00,483.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2020,124,8,46.00,0.00,0.00,6.00,243.00,0.00,0.00,0.00,0.00,573.00,123.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2020,125,4,7.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2020,126,32,320.00,0.00,0.00,0.00,334.00,0.00,0.00,1.00,0.00,4067.00,29.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2020,127,27,195.00,0.00,18.00,0.00,883.00,0.00,0.00,0.00,0.00,2121.00,44.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2020,142,48,478.00,0.00,41.00,3013.00,15.00,129.00,30.00,22.00,240.00,12329.00,914.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2021,1,51,465.00,0.00,434.00,9881.00,17.00,4107.00,2234.00,0.00,753.00,11945.00,1844.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2021,2,19,162.00,0.00,47.00,2229.00,0.00,122.00,20.00,2.00,52.00,4635.00,482.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2021,101,101,1689.00,73.00,816.00,51872.00,57.00,77692.00,6927.00,2.00,2299.00,30631.00,8047.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2021,142,37,430.00,0.00,111.00,3378.00,5.00,564.00,111.00,0.00,1225.00,17259.00,1722.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2021,123,16,175.00,0.00,1.00,0.00,3636.00,2.00,47.00,94.00,0.00,6095.00,834.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2021,124,10,41.00,0.00,2.00,0.00,239.00,0.00,23.00,0.00,4.00,1037.00,61.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2021,125,6,31.00,0.00,27.00,0.00,296.00,25.00,20.00,77.00,0.00,788.00,13.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2021,126,19,282.00,0.00,126.00,51.00,4422.00,32.00,451.00,193.00,71.00,7228.00,128.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2021,127,30,286.00,0.00,105.00,48.00,6480.00,298.00,238.00,57.00,1.00,10077.00,431.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA H – SALMON TROLL,2021,29,1,1.00,,,,,,,,,,,,,Catch figures omitted due to privacy restrictions.
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2022,1,42,247.00,0.00,303.00,10856.00,22.00,3242.00,1927.00,0.00,956.00,4766.00,2267.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2022,2,10,102.00,0.00,73.00,617.00,13.00,126.00,30.00,0.00,59.00,3708.00,536.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2022,101,94,1721.00,319.00,1773.00,88889.00,83.00,83933.00,9949.00,2.00,5951.00,38338.00,9097.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA F – SALMON TROLL,2022,142,27,263.00,2.00,258.00,2546.00,64.00,483.00,225.00,0.00,493.00,10667.00,864.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2022,23,4,39.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,636.00,160.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2022,24,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2022,25,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
SALMON TROLL,IN-SEASON,AREA G – SALMON TROLL,2022,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
